concepticon_id,name,description,pwn_synset,wordnet_gloss,wordnet_definition
1032,citizen,"A native or naturalized member of a state or nation who owes allegiance, bears responsibilities and obtains rights, including protection, from the government.",n09923673,citizen,a native or naturalized member of a state or other political community
383,master,Someone who has control over something or someone; the owner of an animal or slave or someone who employs others.,n10388440,overlord//master//lord,a person who has general authority over others
812,slave,"A person who is owned and forced to work, usually without pay, by another.",n10609325,slave,a person who is owned by someone
255,servant,A person performing duties for others. For example a person employed in a household which cares about the domestic duties.,n10582154,servant//retainer,a person working in the service of another (especially in the household)
384,freeman,"A free man, one who is not a serf or slave.",n10111023,freeman//freewoman,a person who is not a serf or a slave
1998,command,To order someone or several persons by a superior authority to do something.,NA,NA,NA
1635,obey,To do as you are told.,v02542795,obey,be obedient to
1325,friend,"A person other than a family member, spouse or lover whose company one enjoys and towards whom one feels affection.",n10112591,friend,"a person you know well and regard with affection and trust; ""he was my best friend at the university"""
1358,enemy,"Someone who is hostile to, feels hatred towards, opposes the interests of, or intends injury to someone else.",n10098710,foe//enemy,"a personal enemy; ""they had been political foes for years"""
1332,neighbour,A person living in a house that is adjacent or nearby another person's house.,n10352299,neighbor//neighbour,a person who lives (or is located) near another
791,stranger,Someone who is not known.,n10661216,stranger,an individual that one is not acquainted with
1782,guest,"A person that visits and stays at a house, usually for one or more nights.",n10150940,guest//invitee,a visitor to whom hospitality is extended
1545,host,Person at whose place guests stay.,n10187130,host,a person who invites guests to a social event (such as a party in his or her own home) and who is responsible for them while they are there
1897,help,To give assistance or aid to.,v02547586,help//assist//aid,"give help or assistance; be of service; ""Everyone helped out during the earthquake""; ""Can you help me carry this table?""; ""She never helps around the house"""
1747,custom,A pattern of behavior inherited or acquired through frequent repetition.,n00413239,custom//usage//usance,accepted or habitual practice
1848,quarrel,A loud or noisy verbal confrontation between two or more people.,n07184149,quarrel//wrangle//row//words//run-in//dustup,"an angry dispute; ""they had a quarrel""; ""they had words"""
2024,plot,Agreement on a secret plot.,n05907682,plot//secret plan//game,"a secret scheme to do something (especially something underhand or illegal); ""they concocted a plot to discredit the governor""; ""I saw through his little game from the start"""
1831,meet,"To encounter a person, either intentionally or by chance.",v02022804,meet,"meet by design; be present at the arrival of; ""Can you meet me at the train station?"""
1610,prostitute,A woman who sells sexual services for money.,n10485440,prostitute//cocotte//whore//harlot//bawd//tart//cyprian//fancy woman//working girl//sporting lady//lady of pleasure//woman of the street,a woman who engages in sexual intercourse for money
1423,fight,To be involved in a physical confrontation.,v01090335,contend//fight//struggle,"be engaged in a fight; carry on a fight; ""the tribesmen fought each other""; ""Siblings are always fighting""; ""Militant groups are contending for control of the country"""
579,battle,An instance of combat in warfare between two or more parties wherein each group will seek to defeat the others.,n00953559,battle//conflict//fight//engagement,"a hostile meeting of opposing military forces in the course of a war; ""Grant won a decisive victory in the battle of Chickamauga""; ""he lost his romantic ideas about war when he got into a real engagement"""
1338,peace,"A state free of war, in particular war between different countries.",n13970236,peace,the state prevailing during the absence of war
1561,army,"A large, military force concerned mainly with ground operations.",n08191230,army//regular army//ground forces,a permanent organization of the military land forces of a nation or state
1941,soldier,"A person who is actively engaged in battle, conflict or warfare.",n10622053,soldier,"an enlisted man or woman who serves in an army; ""the soldiers stood at attention"""
951,weapons,"An instrument of attack or defense in combat, as a gun, missile, or sword.",n04565375,weapon//arm//weapon system,"any instrument or instrumentality used in fighting or hunting; ""he was licensed to carry a weapon"""
1763,club,A short heavy club with a rounded head used as a weapon.,n03053474,club,"stout stick that is larger at one end; ""he carried a club in self defense""; ""he felt as if he had been hit with a club"""
386,battle-axe,An ancient military weapon.,n02811468,battle-ax//battle-axe,a broadax used as a weapon
387,sling,"An instrument for throwing stones or other missiles, consisting of a short strap with two strings fastened to its ends, or with a string fastened to one end and a light stick to the other.",n04239639,sling,a simple weapon consisting of a looped strap in which a projectile is whirled and then released
994,bow,"A weapon made of a curved piece of wood or other flexible material whose ends are connected by a string, used for shooting arrows.",n02879718,bow,"a weapon for shooting arrows, composed of a curved piece of resilient wood with a taut cord to propel the arrow"
977,arrow,Pointed projectile that is shot with a bow.,n02742753,arrow,a projectile with a straight thin shaft and an arrowhead on one end and stabilizing vanes on the other; intended to be shot from a bow
945,spear,"a long, stabbing weapon for thrusting or throwing, consisting of a wooden shaft to which a sharp-pointed head, as of iron or steel, is attached.",n04270891,spear//lance//shaft,a long pointed rod used as a tool or weapon
1535,sword,"A long-bladed weapon that has a handle (and sometimes a hilt) and is designed to stab, cut or slash.",n04373894,sword//blade//brand//steel,a cutting or thrusting weapon that has a long metal blade and a hilt with a hand guard
1061,armour,"Clothing that soldiers wear to protect themselves during combat. Historically made of leather or metal, today special materials like kevlar are used.",n02739668,armor//armour,protective covering made of metal and used in combat
1680,helmet,"Any of various forms of protective head covering worn e.g.  by soldiers, firefighters, divers, cyclists, etc.",n03513137,helmet,a protective headgear made of hard material to resist blows
1064,shield,"A large plate made of metal or wood, held in the left hand during melee combat to protect the body from incoming attacks.",n04192698,shield//buckler,armor carried on the arm to intercept blows
1938,fortress,"A fortified place; a large and permanent fortification, sometimes including a town.",n03386011,fortress//fort,a fortified defensive structure
1671,tower,"Structure, usually taller than it is wide, often used as a lookout.",n04460130,tower,a structure taller than its diameter; can stand alone or be attached to a larger building
