concepticon_id,name,description,final_synset,synonym,wordnet_id,count,definition,same_synset,annotation,comment
301,chieftain,The leader/ruler of a tribe/clan.,n10164025,chieftain,n10164025,31,the head of a tribe or clan,same,1,NA
301,chieftain,The leader/ruler of a tribe/clan.,n10164025,headman,n10164025,26,the head of a tribe or clan,same,1,NA
1846,rule,"To exercise power or authority over a person, a group of persons, animals, territories or an organization.",v02586619,rule,n05846054,1701,a principle or condition that customarily governs behavior,different,0,NA
1846,rule,"To exercise power or authority over a person, a group of persons, animals, territories or an organization.",v02586619,govern,v02586619,156,exercise authority over; as of nations,same,1,NA
1508,king,A male member of a Royal Family and supreme ruler of his nation.,n10231515,Rex,NA,NA,NA,different,0,NA
1508,king,A male member of a Royal Family and supreme ruler of his nation.,n10231515,king,n10231515,1372,a male sovereign; ruler of a kingdom,same,1,NA
1306,queen,A female monarch.,n10499355,queen,n10499355,266,a female sovereign ruler,same,1,NA
482,noble,Someone of aristocratic blood.,n10271677,Lord,NA,NA,NA,different,0,NA
482,noble,Someone of aristocratic blood.,n10271677,nobleman,n10271677,49,a titled peer of the realm,same,1,NA
482,noble,Someone of aristocratic blood.,n10271677,noble,a01588172,229,having or showing or indicative of high or elevated character,different,0,NA
1032,citizen,"A native or naturalized member of a state or nation who owes allegiance, bears responsibilities and obtains rights, including protection, from the government.",n09923673,citizen,n09923673,1350,a native or naturalized member of a state or other political community,same,1,NA
383,master,Someone who has control over something or someone; the owner of an animal or slave or someone who employs others.,n10388440,master,n10280130,474,an artist of consummate skill,different,0,NA
383,master,Someone who has control over something or someone; the owner of an animal or slave or someone who employs others.,n10388440,overlord,n10388440,16,a person who has general authority over others,same,1,NA
383,master,Someone who has control over something or someone; the owner of an animal or slave or someone who employs others.,n10388440,lord,n10388440,148,a person who has general authority over others,same,1,NA
812,slave,"A person who is owned and forced to work, usually without pay, by another.",n10609325,slave,n10609325,1173,a person who is owned by someone,same,1,NA
255,servant,A person performing duties for others. For example a person employed in a household which cares about the domestic duties.,n10582154,retainer,n10582154,32,a person working in the service of another (especially in the household),same,1,NA
255,servant,A person performing duties for others. For example a person employed in a household which cares about the domestic duties.,n10582154,servant,n10582154,696,a person working in the service of another (especially in the household),same,1,NA
384,freeman,"A free man, one who is not a serf or slave.",n10111023,freewoman,NA,NA,NA,different,0,NA
384,freeman,"A free man, one who is not a serf or slave.",n10111023,freeman,n10111023,12,a person who is not a serf or a slave,same,1,NA
1998,command,To order someone or several persons by a superior authority to do something.,v751567,require,v02627934,2990,"require as useful, just, or proper",different,0,NA
1998,command,To order someone or several persons by a superior authority to do something.,v751567,command,n07168131,301,an authoritative direction or instruction to do something,different,0,dominant POS is noun
1635,obey,To do as you are told.,v02542795,obey,v02542795,326,be obedient to,same,1,NA
1325,friend,"A person other than a family member, spouse or lover whose company one enjoys and towards whom one feels affection.",n10112591,friend,n10112591,10736,a person you know well and regard with affection and trust,same,1,NA
1358,enemy,"Someone who is hostile to, feels hatred towards, opposes the interests of, or intends injury to someone else.",n10098710,enemy,n08190482,1031,an opposing military force,different,1,NA
1358,enemy,"Someone who is hostile to, feels hatred towards, opposes the interests of, or intends injury to someone else.",n10098710,foe,n10098710,114,a personal enemy,same,1,NA
1332,neighbour,A person living in a house that is adjacent or nearby another person's house.,n10352299,neighbour,n10352299,25,a person who lives (or is located) near another,same,1,NA
1332,neighbour,A person living in a house that is adjacent or nearby another person's house.,n10352299,neighbor,n10352299,1640,a person who lives (or is located) near another,same,1,NA
791,stranger,Someone who is not known.,n10661216,stranger,n10661002,1274,anyone who does not belong in the environment in which they are found,different,1,NA
1782,guest,"A person that visits and stays at a house, usually for one or more nights.",n10150940,invitee,n10150940,4,a visitor to whom hospitality is extended,same,1,NA
1782,guest,"A person that visits and stays at a house, usually for one or more nights.",n10150940,guest,n10150940,1531,a visitor to whom hospitality is extended,same,1,NA
1545,host,Person at whose place guests stay.,n10187130,host,v01194418,540,be the host of or for,different,1,NA
1897,help,To give assistance or aid to.,v02547586,assist,v02547586,368,give help or assistance; be of service,same,1,NA
1897,help,To give assistance or aid to.,v02547586,aid,n01207609,670,the activity of contributing to the fulfillment of a need or furtherance of an effort or purpose,different,0,NA
1897,help,To give assistance or aid to.,v02547586,help,v02547586,10760,give help or assistance; be of service,same,1,NA
1747,custom,A pattern of behavior inherited or acquired through frequent repetition.,n00413239,custom,n00413239,245,accepted or habitual practice,same,1,NA
1747,custom,A pattern of behavior inherited or acquired through frequent repetition.,n00413239,usage,n00947128,92,the act of using,different,0,NA
1747,custom,A pattern of behavior inherited or acquired through frequent repetition.,n00413239,usance,NA,NA,NA,different,0,NA
1848,quarrel,A loud or noisy verbal confrontation between two or more people.,n07184149,words,n06738162,7,a brief statement,different,0,NA
1848,quarrel,A loud or noisy verbal confrontation between two or more people.,n07184149,quarrel,n07184149,73,an angry dispute,same,1,NA
1848,quarrel,A loud or noisy verbal confrontation between two or more people.,n07184149,run-in,NA,NA,NA,different,0,NA
1848,quarrel,A loud or noisy verbal confrontation between two or more people.,n07184149,dustup,n07184149,10,an angry dispute,same,1,NA
1848,quarrel,A loud or noisy verbal confrontation between two or more people.,n07184149,wrangle,v00774344,21,"to quarrel noisily, angrily or disruptively",different,0,NA
1848,quarrel,A loud or noisy verbal confrontation between two or more people.,n07184149,row,n08431437,1340,an arrangement of objects or people side by side in a line,different,0,NA
2024,plot,Agreement on a secret plot.,n05907682,game,n00455599,3184,a contest with rules to determine a winner,different,0,this concept will not be considered
2024,plot,Agreement on a secret plot.,n05907682,plot,n06373314,245,the story that is told in a novel or play or movie etc.,different,0,NA
1831,meet,"To encounter a person, either intentionally or by chance.",v02022804,meet,v02023107,2242,come together,different,1,NA
1610,prostitute,A woman who sells sexual services for money.,n10485440,harlot,n10485440,14,a woman who engages in sexual intercourse for money,same,1,NA
1610,prostitute,A woman who sells sexual services for money.,n10485440,tart,s02369460,47,tasting sour like a lemon,different,0,NA
1610,prostitute,A woman who sells sexual services for money.,n10485440,cocotte,n03062336,1,a small casserole in which individual portions can be cooked and served,different,0,NA
1610,prostitute,A woman who sells sexual services for money.,n10485440,bawd,n10485440,6,a woman who engages in sexual intercourse for money,same,1,NA
1610,prostitute,A woman who sells sexual services for money.,n10485440,prostitute,n10485440,167,a woman who engages in sexual intercourse for money,same,1,NA
1610,prostitute,A woman who sells sexual services for money.,n10485440,cyprian,n09699020,2,a native or inhabitant of Cyprus,different,0,NA
1610,prostitute,A woman who sells sexual services for money.,n10485440,whore,n10485440,194,a woman who engages in sexual intercourse for money,same,0,NA
1423,fight,To be involved in a physical confrontation.,v01090335,fight,v01090335,1985,be engaged in a fight; carry on a fight,same,1,NA
1423,fight,To be involved in a physical confrontation.,v01090335,struggle,v02407338,1353,make a strenuous or labored effort,different,0,NA
1423,fight,To be involved in a physical confrontation.,v01090335,contend,v00756898,195,maintain or assert,different,0,NA
579,battle,An instance of combat in warfare between two or more parties wherein each group will seek to defeat the others.,n00953559,fight,v01090335,1985,be engaged in a fight; carry on a fight,different,0,NA
579,battle,An instance of combat in warfare between two or more parties wherein each group will seek to defeat the others.,n00953559,engagement,n07228211,152,a mutual promise to marry,different,0,NA
579,battle,An instance of combat in warfare between two or more parties wherein each group will seek to defeat the others.,n00953559,conflict,n00958896,623,an open clash between two opposing groups (or individuals); --Thomas Paine,different,0,NA
579,battle,An instance of combat in warfare between two or more parties wherein each group will seek to defeat the others.,n00953559,battle,n00953559,1365,a hostile meeting of opposing military forces in the course of a war,same,1,NA
